temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
12.1,Fall,Zone A,Sea Bass,Halibut
5.2,Winter,Zone A,Redfish,Smelt
15.0,Spring,Zone B,Herring,Flounder
18.2,Fall,Zone B,Halibut,Sea Bass
10.2,Spring,Zone A,Flounder,Cod
11.8,Spring,Zone A,Cod,Flounder
21.4,Summer,Zone C,Pollock,Mackerel
15.3,Spring,Zone B,Flounder,Herring
8.4,Winter,Zone A,Smelt,Redfish
4.8,Winter,Zone A,Cod,Redfish
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon
21.5,Summer,Zone C,Pollock,Haddock
24.7,Summer,Zone C,Mackerel,Haddock
22.6,Summer,Zone C,Pollock,Mackerel
5.0,Winter,Zone A,Cod,Smelt
15.0,Spring,Zone B,Herring,Cod
22.8,Summer,Zone C,Pollock,Mackerel
21.6,Summer,Zone C,Pollock,Haddock
5.7,Winter,Zone A,Smelt,Cod
7.3,Winter,Zone A,Cod,Redfish
24.5,Summer,Zone C,Haddock,Mackerel
13.9,Spring,Zone A,Cod,Herring
22.0,Summer,Zone C,Pollock,Mackerel
15.1,Spring,Zone B,Cod,Flounder
8.4,Winter,Zone A,Smelt,Cod
9.1,Winter,Zone A,Smelt,Cod
17.7,Spring,Zone B,Cod,Flounder
17.1,Spring,Zone B,Flounder,Cod
19.6,Fall,Zone B,Atlantic Salmon,Halibut
16.0,Spring,Zone B,Flounder,Herring
19.9,Summer,Zone B,Mackerel,Haddock
19.1,Summer,Zone B,Haddock,Mackerel
4.2,Winter,Zone A,Cod,Redfish
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon
13.2,Spring,Zone A,Herring,Cod
18.4,Summer,Zone B,Haddock,Mackerel
23.4,Summer,Zone C,Pollock,Haddock
18.1,Summer,Zone B,Pollock,Haddock
16.5,Spring,Zone B,Cod,Herring
13.0,Spring,Zone A,Herring,Cod
13.0,Fall,Zone A,Atlantic Salmon,Sea Bass
18.7,Fall,Zone B,Atlantic Salmon,Sea Bass
23.9,Summer,Zone C,Pollock,Haddock
12.7,Spring,Zone A,Flounder,Herring
7.7,Winter,Zone A,Redfish,Cod
23.3,Summer,Zone C,Mackerel,Haddock
10.7,Spring,Zone A,Herring,Cod
19.0,Summer,Zone B,Mackerel,Haddock
23.3,Summer,Zone C,Pollock,Mackerel
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon
17.0,Fall,Zone B,Atlantic Salmon,Halibut
16.0,Spring,Zone B,Herring,Cod
21.7,Summer,Zone C,Pollock,Mackerel
16.4,Spring,Zone B,Cod,Flounder
10.8,Spring,Zone A,Herring,Cod
8.6,Winter,Zone A,Cod,Redfish
10.3,Spring,Zone A,Flounder,Cod
8.0,Winter,Zone A,Redfish,Smelt
19.8,Summer,Zone B,Mackerel,Haddock
7.1,Winter,Zone A,Smelt,Redfish
22.1,Summer,Zone C,Pollock,Mackerel
17.2,Spring,Zone B,Herring,Flounder
17.9,Spring,Zone B,Herring,Flounder
7.4,Winter,Zone A,Smelt,Cod
15.4,Spring,Zone B,Herring,Cod
24.7,Summer,Zone C,Haddock,Pollock
12.8,Fall,Zone A,Sea Bass,Atlantic Salmon
17.3,Spring,Zone B,Flounder,Herring
13.3,Fall,Zone A,Halibut,Sea Bass
5.4,Winter,Zone A,Redfish,Cod
18.8,Fall,Zone B,Atlantic Salmon,Halibut
4.4,Winter,Zone A,Redfish,Cod
20.1,Summer,Zone C,Haddock,Mackerel
4.8,Winter,Zone A,Cod,Redfish
6.2,Winter,Zone A,Redfish,Cod
18.0,Spring,Zone B,Herring,Flounder
21.9,Summer,Zone C,Mackerel,Pollock
6.2,Winter,Zone A,Cod,Redfish
17.0,Fall,Zone B,Sea Bass,Halibut
13.9,Spring,Zone A,Flounder,Herring
12.0,Spring,Zone A,Flounder,Cod
11.1,Spring,Zone A,Herring,Cod
23.7,Summer,Zone C,Mackerel,Pollock
11.8,Spring,Zone A,Cod,Herring
24.8,Summer,Zone C,Haddock,Pollock
8.1,Winter,Zone A,Redfish,Cod
6.9,Winter,Zone A,Redfish,Smelt
17.7,Spring,Zone B,Flounder,Herring
14.2,Spring,Zone A,Flounder,Herring
18.7,Summer,Zone B,Pollock,Haddock
9.6,Winter,Zone A,Redfish,Cod
9.0,Winter,Zone A,Redfish,Cod
17.4,Fall,Zone B,Atlantic Salmon,Sea Bass
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon
18.9,Fall,Zone B,Halibut,Atlantic Salmon
14.5,Fall,Zone A,Atlantic Salmon,Sea Bass
18.0,Summer,Zone B,Haddock,Pollock
21.2,Summer,Zone C,Mackerel,Haddock
13.3,Fall,Zone A,Atlantic Salmon,Halibut
17.6,Fall,Zone B,Halibut,Atlantic Salmon
20.3,Summer,Zone C,Pollock,Mackerel
11.5,Spring,Zone A,Cod,Flounder
13.2,Fall,Zone A,Sea Bass,Halibut
8.5,Winter,Zone A,Smelt,Cod
12.1,Spring,Zone A,Flounder,Herring
12.8,Spring,Zone A,Herring,Flounder
13.7,Fall,Zone A,Halibut,Atlantic Salmon
19.8,Summer,Zone B,Mackerel,Haddock
6.0,Winter,Zone A,Smelt,Redfish
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass
16.7,Spring,Zone B,Cod,Flounder
13.7,Spring,Zone A,Herring,Flounder
8.6,Winter,Zone A,Redfish,Smelt
7.6,Winter,Zone A,Cod,Redfish
7.4,Winter,Zone A,Smelt,Redfish
13.8,Fall,Zone A,Halibut,Sea Bass
13.1,Spring,Zone A,Herring,Flounder
14.5,Spring,Zone A,Herring,Cod
13.2,Spring,Zone A,Cod,Herring
14.8,Fall,Zone A,Atlantic Salmon,Sea Bass
7.4,Winter,Zone A,Cod,Redfish
16.8,Spring,Zone B,Flounder,Herring
20.3,Summer,Zone C,Pollock,Mackerel
12.9,Spring,Zone A,Flounder,Herring
21.8,Summer,Zone C,Pollock,Haddock
4.6,Winter,Zone A,Cod,Redfish
8.6,Winter,Zone A,Cod,Smelt
9.2,Winter,Zone A,Smelt,Cod
24.5,Summer,Zone C,Pollock,Haddock
16.9,Fall,Zone B,Halibut,Atlantic Salmon
13.9,Spring,Zone A,Herring,Flounder
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon
24.9,Summer,Zone C,Pollock,Haddock
11.0,Spring,Zone A,Cod,Flounder
7.2,Winter,Zone A,Smelt,Redfish
8.6,Winter,Zone A,Smelt,Cod
23.9,Summer,Zone C,Mackerel,Haddock
13.5,Spring,Zone A,Herring,Cod
19.8,Fall,Zone B,Halibut,Atlantic Salmon
20.1,Summer,Zone C,Pollock,Mackerel
5.5,Winter,Zone A,Smelt,Cod
4.0,Winter,Zone A,Cod,Smelt
8.6,Winter,Zone A,Cod,Smelt
14.0,Fall,Zone A,Sea Bass,Halibut
11.5,Spring,Zone A,Flounder,Cod
4.9,Winter,Zone A,Cod,Redfish
9.9,Winter,Zone A,Redfish,Smelt
19.3,Fall,Zone B,Sea Bass,Atlantic Salmon
21.6,Summer,Zone C,Pollock,Mackerel
8.6,Winter,Zone A,Redfish,Smelt
18.0,Summer,Zone B,Haddock,Mackerel
22.9,Summer,Zone C,Pollock,Mackerel
14.3,Spring,Zone A,Herring,Flounder
4.2,Winter,Zone A,Cod,Smelt
7.0,Winter,Zone A,Smelt,Cod
7.1,Winter,Zone A,Cod,Redfish
21.0,Summer,Zone C,Mackerel,Pollock
17.1,Fall,Zone B,Halibut,Atlantic Salmon
13.7,Spring,Zone A,Cod,Flounder
17.3,Fall,Zone B,Sea Bass,Halibut
9.6,Winter,Zone A,Smelt,Redfish
20.1,Summer,Zone C,Haddock,Pollock
11.1,Spring,Zone A,Flounder,Cod
18.2,Summer,Zone B,Pollock,Mackerel
14.2,Fall,Zone A,Atlantic Salmon,Halibut
17.1,Spring,Zone B,Herring,Flounder
17.8,Spring,Zone B,Flounder,Herring
19.8,Fall,Zone B,Halibut,Sea Bass
15.6,Fall,Zone B,Atlantic Salmon,Halibut
6.1,Winter,Zone A,Smelt,Cod
18.3,Fall,Zone B,Sea Bass,Halibut
17.4,Fall,Zone B,Halibut,Sea Bass
9.8,Winter,Zone A,Smelt,Redfish
18.0,Fall,Zone B,Halibut,Atlantic Salmon
12.4,Fall,Zone A,Atlantic Salmon,Halibut
15.2,Spring,Zone B,Flounder,Herring
16.5,Spring,Zone B,Flounder,Herring
8.4,Winter,Zone A,Cod,Smelt
6.7,Winter,Zone A,Smelt,Redfish
17.3,Fall,Zone B,Atlantic Salmon,Halibut
6.3,Winter,Zone A,Smelt,Cod
8.7,Winter,Zone A,Cod,Smelt
5.7,Winter,Zone A,Smelt,Redfish
23.0,Summer,Zone C,Mackerel,Haddock
20.4,Summer,Zone C,Haddock,Pollock
12.3,Spring,Zone A,Cod,Herring
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass
16.7,Spring,Zone B,Cod,Herring
24.6,Summer,Zone C,Pollock,Haddock
15.0,Fall,Zone B,Halibut,Atlantic Salmon
16.3,Spring,Zone B,Herring,Cod
10.2,Spring,Zone A,Cod,Flounder
14.3,Spring,Zone A,Cod,Herring
12.7,Fall,Zone A,Sea Bass,Atlantic Salmon
7.6,Winter,Zone A,Redfish,Smelt
14.3,Fall,Zone A,Halibut,Atlantic Salmon
23.8,Summer,Zone C,Haddock,Pollock
4.8,Winter,Zone A,Cod,Smelt
24.7,Summer,Zone C,Haddock,Pollock
19.3,Summer,Zone B,Mackerel,Pollock
18.5,Summer,Zone B,Pollock,Mackerel
5.6,Winter,Zone A,Redfish,Smelt
13.8,Fall,Zone A,Atlantic Salmon,Sea Bass
17.0,Spring,Zone B,Flounder,Cod
18.8,Fall,Zone B,Sea Bass,Halibut
15.9,Spring,Zone B,Herring,Cod
5.0,Winter,Zone A,Cod,Redfish
18.2,Fall,Zone B,Sea Bass,Halibut
19.3,Fall,Zone B,Atlantic Salmon,Sea Bass
6.2,Winter,Zone A,Smelt,Redfish
9.4,Winter,Zone A,Redfish,Smelt
7.7,Winter,Zone A,Smelt,Redfish
16.4,Fall,Zone B,Halibut,Sea Bass
23.9,Summer,Zone C,Haddock,Mackerel
23.9,Summer,Zone C,Mackerel,Haddock
22.6,Summer,Zone C,Haddock,Mackerel
14.7,Spring,Zone A,Herring,Cod
18.9,Fall,Zone B,Atlantic Salmon,Halibut
19.4,Fall,Zone B,Atlantic Salmon,Sea Bass
14.5,Spring,Zone A,Herring,Cod
8.4,Winter,Zone A,Redfish,Smelt
8.4,Winter,Zone A,Smelt,Redfish
18.2,Summer,Zone B,Pollock,Mackerel
15.4,Spring,Zone B,Cod,Flounder
13.2,Fall,Zone A,Halibut,Sea Bass
21.5,Summer,Zone C,Mackerel,Haddock
8.5,Winter,Zone A,Redfish,Smelt
12.1,Spring,Zone A,Flounder,Herring
10.7,Spring,Zone A,Flounder,Herring
10.4,Spring,Zone A,Herring,Cod
18.5,Summer,Zone B,Mackerel,Haddock
13.1,Spring,Zone A,Cod,Flounder
13.8,Spring,Zone A,Cod,Flounder
19.4,Summer,Zone B,Mackerel,Haddock
11.0,Spring,Zone A,Herring,Cod
12.6,Fall,Zone A,Halibut,Atlantic Salmon
20.8,Summer,Zone C,Mackerel,Haddock
21.8,Summer,Zone C,Haddock,Mackerel
21.8,Summer,Zone C,Pollock,Mackerel
13.9,Spring,Zone A,Flounder,Cod
23.9,Summer,Zone C,Mackerel,Haddock
4.5,Winter,Zone A,Smelt,Cod
19.2,Summer,Zone B,Haddock,Mackerel
8.9,Winter,Zone A,Cod,Smelt
20.0,Fall,Zone B,Halibut,Sea Bass
15.8,Fall,Zone B,Sea Bass,Atlantic Salmon
19.1,Summer,Zone B,Pollock,Haddock
17.7,Spring,Zone B,Flounder,Cod
18.3,Fall,Zone B,Sea Bass,Atlantic Salmon
16.6,Fall,Zone B,Sea Bass,Halibut
19.8,Fall,Zone B,Atlantic Salmon,Sea Bass
19.3,Fall,Zone B,Atlantic Salmon,Halibut
6.0,Winter,Zone A,Cod,Redfish
19.7,Summer,Zone B,Haddock,Mackerel
23.0,Summer,Zone C,Pollock,Haddock
7.6,Winter,Zone A,Redfish,Smelt
21.4,Summer,Zone C,Mackerel,Haddock
9.0,Winter,Zone A,Redfish,Smelt
9.0,Winter,Zone A,Redfish,Cod
13.9,Spring,Zone A,Cod,Herring
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass
16.4,Fall,Zone B,Atlantic Salmon,Sea Bass
13.3,Fall,Zone A,Sea Bass,Atlantic Salmon
23.5,Summer,Zone C,Haddock,Pollock
17.9,Fall,Zone B,Atlantic Salmon,Halibut
14.4,Spring,Zone A,Flounder,Herring
24.3,Summer,Zone C,Pollock,Mackerel
19.1,Fall,Zone B,Halibut,Sea Bass
20.5,Summer,Zone C,Mackerel,Haddock
23.4,Summer,Zone C,Pollock,Haddock
18.9,Fall,Zone B,Atlantic Salmon,Halibut
12.9,Fall,Zone A,Atlantic Salmon,Halibut
24.6,Summer,Zone C,Mackerel,Haddock
21.4,Summer,Zone C,Mackerel,Haddock
19.4,Fall,Zone B,Atlantic Salmon,Sea Bass
20.9,Summer,Zone C,Mackerel,Haddock
17.2,Spring,Zone B,Herring,Cod
18.1,Summer,Zone B,Mackerel,Pollock
7.1,Winter,Zone A,Redfish,Cod
19.1,Summer,Zone B,Pollock,Haddock
18.2,Fall,Zone B,Atlantic Salmon,Halibut
14.5,Spring,Zone A,Flounder,Herring
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass
17.4,Spring,Zone B,Flounder,Herring
15.9,Spring,Zone B,Herring,Flounder
18.0,Spring,Zone B,Herring,Flounder
15.4,Spring,Zone B,Flounder,Herring
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon
7.5,Winter,Zone A,Smelt,Cod
19.3,Fall,Zone B,Atlantic Salmon,Halibut
5.5,Winter,Zone A,Smelt,Cod
11.6,Spring,Zone A,Herring,Flounder
24.8,Summer,Zone C,Mackerel,Haddock
24.3,Summer,Zone C,Pollock,Mackerel
19.3,Summer,Zone B,Pollock,Mackerel
21.9,Summer,Zone C,Mackerel,Pollock
6.0,Winter,Zone A,Redfish,Cod
11.8,Spring,Zone A,Cod,Flounder
20.3,Summer,Zone C,Mackerel,Haddock
16.2,Fall,Zone B,Atlantic Salmon,Halibut
12.4,Fall,Zone A,Halibut,Atlantic Salmon
19.6,Summer,Zone B,Pollock,Haddock
15.4,Spring,Zone B,Flounder,Cod
5.1,Winter,Zone A,Smelt,Cod
23.1,Summer,Zone C,Pollock,Mackerel
8.2,Winter,Zone A,Cod,Smelt
14.5,Spring,Zone A,Herring,Flounder
7.4,Winter,Zone A,Smelt,Cod
13.1,Spring,Zone A,Cod,Herring
18.3,Fall,Zone B,Atlantic Salmon,Halibut
4.5,Winter,Zone A,Redfish,Cod
24.9,Summer,Zone C,Pollock,Haddock
19.1,Summer,Zone B,Haddock,Mackerel
8.9,Winter,Zone A,Smelt,Cod
6.7,Winter,Zone A,Cod,Redfish
4.7,Winter,Zone A,Redfish,Smelt
23.6,Summer,Zone C,Pollock,Haddock
22.5,Summer,Zone C,Pollock,Haddock
15.0,Fall,Zone B,Halibut,Atlantic Salmon
22.7,Summer,Zone C,Pollock,Mackerel
14.8,Fall,Zone A,Sea Bass,Halibut
13.3,Spring,Zone A,Flounder,Herring
14.8,Spring,Zone A,Herring,Cod
6.1,Winter,Zone A,Redfish,Smelt
15.7,Spring,Zone B,Herring,Cod
16.4,Fall,Zone B,Atlantic Salmon,Halibut
15.6,Spring,Zone B,Herring,Cod
6.1,Winter,Zone A,Smelt,Redfish
21.8,Summer,Zone C,Pollock,Haddock
17.4,Spring,Zone B,Cod,Flounder
17.3,Fall,Zone B,Sea Bass,Atlantic Salmon
15.0,Spring,Zone B,Flounder,Herring
5.4,Winter,Zone A,Cod,Redfish
12.8,Fall,Zone A,Halibut,Sea Bass
24.5,Summer,Zone C,Mackerel,Haddock
15.8,Fall,Zone B,Sea Bass,Atlantic Salmon
22.8,Summer,Zone C,Haddock,Mackerel
4.4,Winter,Zone A,Smelt,Redfish
22.5,Summer,Zone C,Mackerel,Pollock
20.8,Summer,Zone C,Mackerel,Pollock
16.3,Fall,Zone B,Atlantic Salmon,Halibut
16.0,Spring,Zone B,Cod,Flounder
11.9,Spring,Zone A,Herring,Cod
19.8,Fall,Zone B,Sea Bass,Halibut
9.3,Winter,Zone A,Smelt,Cod
8.4,Winter,Zone A,Smelt,Redfish
17.1,Fall,Zone B,Sea Bass,Halibut
19.4,Fall,Zone B,Sea Bass,Atlantic Salmon
13.6,Spring,Zone A,Flounder,Herring
12.1,Spring,Zone A,Cod,Flounder
20.8,Summer,Zone C,Pollock,Mackerel
14.1,Spring,Zone A,Cod,Flounder
17.0,Spring,Zone B,Cod,Flounder
8.4,Winter,Zone A,Redfish,Smelt
19.4,Summer,Zone B,Mackerel,Haddock
18.8,Fall,Zone B,Sea Bass,Halibut
6.3,Winter,Zone A,Redfish,Cod
13.3,Spring,Zone A,Flounder,Cod
16.2,Spring,Zone B,Cod,Herring
22.2,Summer,Zone C,Pollock,Mackerel
23.3,Summer,Zone C,Pollock,Mackerel
5.5,Winter,Zone A,Redfish,Smelt
17.3,Fall,Zone B,Atlantic Salmon,Halibut
8.6,Winter,Zone A,Smelt,Cod
19.7,Fall,Zone B,Sea Bass,Halibut
15.9,Spring,Zone B,Cod,Flounder
12.6,Fall,Zone A,Halibut,Atlantic Salmon
7.2,Winter,Zone A,Smelt,Cod
7.9,Winter,Zone A,Smelt,Redfish
21.4,Summer,Zone C,Mackerel,Haddock
23.9,Summer,Zone C,Mackerel,Pollock
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon
20.9,Summer,Zone C,Mackerel,Pollock
12.2,Spring,Zone A,Herring,Flounder
24.4,Summer,Zone C,Haddock,Pollock
24.7,Summer,Zone C,Pollock,Haddock
15.5,Spring,Zone B,Cod,Herring
6.2,Winter,Zone A,Redfish,Cod
21.8,Summer,Zone C,Mackerel,Haddock
19.9,Fall,Zone B,Halibut,Atlantic Salmon
11.0,Spring,Zone A,Herring,Flounder
21.2,Summer,Zone C,Pollock,Mackerel
11.6,Spring,Zone A,Flounder,Herring
9.8,Winter,Zone A,Redfish,Cod
21.9,Summer,Zone C,Pollock,Mackerel
12.5,Fall,Zone A,Halibut,Atlantic Salmon
24.0,Summer,Zone C,Haddock,Pollock
16.8,Spring,Zone B,Flounder,Cod
12.1,Fall,Zone A,Sea Bass,Halibut
21.6,Summer,Zone C,Haddock,Pollock
13.4,Fall,Zone A,Atlantic Salmon,Halibut
17.2,Spring,Zone B,Flounder,Cod
5.8,Winter,Zone A,Redfish,Smelt
15.7,Fall,Zone B,Sea Bass,Halibut
7.8,Winter,Zone A,Redfish,Smelt
4.8,Winter,Zone A,Cod,Redfish
18.9,Summer,Zone B,Pollock,Haddock
15.4,Spring,Zone B,Cod,Herring
16.9,Spring,Zone B,Flounder,Cod
9.3,Winter,Zone A,Redfish,Smelt
19.8,Fall,Zone B,Sea Bass,Halibut
9.5,Winter,Zone A,Cod,Redfish
15.9,Spring,Zone B,Herring,Cod
5.0,Winter,Zone A,Redfish,Smelt
7.9,Winter,Zone A,Redfish,Cod
9.4,Winter,Zone A,Smelt,Cod
14.5,Spring,Zone A,Herring,Cod
9.5,Winter,Zone A,Cod,Redfish
11.2,Spring,Zone A,Cod,Flounder
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass
7.9,Winter,Zone A,Cod,Smelt
15.4,Spring,Zone B,Cod,Herring
22.6,Summer,Zone C,Haddock,Mackerel
14.9,Fall,Zone A,Sea Bass,Halibut
24.1,Summer,Zone C,Mackerel,Pollock
12.3,Spring,Zone A,Flounder,Cod
21.5,Summer,Zone C,Pollock,Mackerel
20.0,Summer,Zone B,Mackerel,Pollock
16.0,Spring,Zone B,Flounder,Herring
13.7,Fall,Zone A,Halibut,Atlantic Salmon
19.5,Fall,Zone B,Halibut,Sea Bass
17.0,Fall,Zone B,Halibut,Sea Bass
13.6,Spring,Zone A,Flounder,Cod
20.2,Summer,Zone C,Mackerel,Haddock
14.0,Spring,Zone A,Herring,Cod
14.4,Spring,Zone A,Herring,Cod
8.0,Winter,Zone A,Smelt,Redfish
18.7,Summer,Zone B,Pollock,Haddock
19.3,Summer,Zone B,Mackerel,Haddock
23.8,Summer,Zone C,Pollock,Haddock
16.8,Fall,Zone B,Halibut,Sea Bass
18.5,Fall,Zone B,Halibut,Atlantic Salmon
13.3,Fall,Zone A,Atlantic Salmon,Sea Bass
5.6,Winter,Zone A,Smelt,Redfish
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon
18.0,Fall,Zone B,Halibut,Sea Bass
4.8,Winter,Zone A,Cod,Redfish
24.2,Summer,Zone C,Haddock,Pollock
15.2,Spring,Zone B,Flounder,Herring
19.3,Fall,Zone B,Atlantic Salmon,Sea Bass
12.3,Spring,Zone A,Cod,Flounder
7.4,Winter,Zone A,Cod,Redfish
15.7,Spring,Zone B,Flounder,Cod
4.4,Winter,Zone A,Cod,Redfish
8.5,Winter,Zone A,Redfish,Smelt
6.0,Winter,Zone A,Smelt,Cod
15.7,Spring,Zone B,Herring,Cod
16.0,Spring,Zone B,Herring,Flounder
5.5,Winter,Zone A,Redfish,Smelt
19.1,Summer,Zone B,Mackerel,Haddock
19.6,Summer,Zone B,Mackerel,Haddock
12.6,Fall,Zone A,Halibut,Atlantic Salmon
15.0,Fall,Zone B,Atlantic Salmon,Halibut
19.6,Fall,Zone B,Halibut,Atlantic Salmon
13.6,Fall,Zone A,Atlantic Salmon,Sea Bass
9.2,Winter,Zone A,Cod,Redfish
17.6,Fall,Zone B,Sea Bass,Halibut
12.6,Spring,Zone A,Flounder,Cod
20.9,Summer,Zone C,Mackerel,Haddock
6.5,Winter,Zone A,Smelt,Redfish
21.7,Summer,Zone C,Haddock,Pollock
18.9,Summer,Zone B,Haddock,Pollock
19.7,Fall,Zone B,Halibut,Sea Bass
18.3,Fall,Zone B,Atlantic Salmon,Sea Bass
22.0,Summer,Zone C,Haddock,Pollock
22.2,Summer,Zone C,Pollock,Mackerel
16.0,Spring,Zone B,Cod,Herring
19.9,Summer,Zone B,Pollock,Haddock
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon
20.1,Summer,Zone C,Pollock,Mackerel
4.2,Winter,Zone A,Smelt,Redfish
12.4,Fall,Zone A,Sea Bass,Halibut
15.6,Spring,Zone B,Flounder,Cod
13.4,Spring,Zone A,Flounder,Herring
5.8,Winter,Zone A,Cod,Smelt
4.6,Winter,Zone A,Redfish,Smelt
17.0,Fall,Zone B,Halibut,Sea Bass
12.5,Spring,Zone A,Herring,Flounder
5.5,Winter,Zone A,Smelt,Redfish
19.1,Fall,Zone B,Halibut,Sea Bass
7.1,Winter,Zone A,Redfish,Smelt
18.7,Summer,Zone B,Mackerel,Pollock
11.7,Spring,Zone A,Cod,Herring
22.4,Summer,Zone C,Pollock,Haddock
17.3,Fall,Zone B,Atlantic Salmon,Halibut
22.9,Summer,Zone C,Pollock,Haddock
19.4,Summer,Zone B,Mackerel,Haddock
23.0,Summer,Zone C,Haddock,Mackerel
13.9,Spring,Zone A,Flounder,Cod
13.2,Spring,Zone A,Flounder,Herring
4.2,Winter,Zone A,Redfish,Cod
12.9,Spring,Zone A,Cod,Herring
10.4,Spring,Zone A,Herring,Flounder
6.4,Winter,Zone A,Cod,Smelt
9.1,Winter,Zone A,Smelt,Redfish
8.8,Winter,Zone A,Cod,Redfish
13.0,Fall,Zone A,Sea Bass,Atlantic Salmon
13.8,Fall,Zone A,Sea Bass,Halibut
4.3,Winter,Zone A,Redfish,Cod
15.3,Fall,Zone B,Sea Bass,Halibut
4.3,Winter,Zone A,Cod,Redfish
5.7,Winter,Zone A,Redfish,Cod
24.4,Summer,Zone C,Mackerel,Haddock
7.7,Winter,Zone A,Redfish,Smelt
7.1,Winter,Zone A,Redfish,Cod
13.5,Fall,Zone A,Halibut,Atlantic Salmon
15.9,Spring,Zone B,Cod,Flounder
9.4,Winter,Zone A,Redfish,Smelt
22.1,Summer,Zone C,Pollock,Mackerel
5.8,Winter,Zone A,Redfish,Smelt
9.3,Winter,Zone A,Redfish,Smelt
24.5,Summer,Zone C,Pollock,Haddock
13.9,Fall,Zone A,Halibut,Sea Bass
18.0,Summer,Zone B,Mackerel,Pollock
22.8,Summer,Zone C,Mackerel,Haddock
17.5,Fall,Zone B,Halibut,Atlantic Salmon
13.3,Spring,Zone A,Cod,Herring
8.7,Winter,Zone A,Redfish,Cod
6.9,Winter,Zone A,Smelt,Cod
4.7,Winter,Zone A,Smelt,Cod
17.6,Spring,Zone B,Herring,Cod
7.0,Winter,Zone A,Redfish,Cod
4.2,Winter,Zone A,Redfish,Cod
18.5,Fall,Zone B,Sea Bass,Atlantic Salmon
14.3,Spring,Zone A,Herring,Flounder
19.1,Summer,Zone B,Mackerel,Haddock
9.0,Winter,Zone A,Redfish,Smelt
24.4,Summer,Zone C,Haddock,Mackerel
24.8,Summer,Zone C,Pollock,Haddock
8.9,Winter,Zone A,Redfish,Cod
6.5,Winter,Zone A,Cod,Redfish
10.1,Spring,Zone A,Flounder,Cod
19.6,Fall,Zone B,Atlantic Salmon,Halibut
24.7,Summer,Zone C,Pollock,Mackerel
4.7,Winter,Zone A,Smelt,Cod
21.5,Summer,Zone C,Pollock,Haddock
18.7,Fall,Zone B,Halibut,Sea Bass
16.9,Spring,Zone B,Herring,Cod
4.6,Winter,Zone A,Cod,Smelt
12.8,Spring,Zone A,Herring,Flounder
8.8,Winter,Zone A,Redfish,Smelt
22.3,Summer,Zone C,Haddock,Pollock
23.0,Summer,Zone C,Mackerel,Pollock
10.3,Spring,Zone A,Flounder,Herring
12.2,Fall,Zone A,Sea Bass,Atlantic Salmon
18.1,Fall,Zone B,Sea Bass,Atlantic Salmon
13.0,Fall,Zone A,Halibut,Atlantic Salmon
14.9,Fall,Zone A,Halibut,Sea Bass
7.9,Winter,Zone A,Smelt,Redfish
12.7,Spring,Zone A,Flounder,Herring
20.5,Summer,Zone C,Haddock,Pollock
9.2,Winter,Zone A,Cod,Redfish
21.6,Summer,Zone C,Mackerel,Pollock
11.9,Spring,Zone A,Herring,Flounder
20.2,Summer,Zone C,Mackerel,Pollock
18.6,Summer,Zone B,Mackerel,Pollock
13.0,Fall,Zone A,Halibut,Sea Bass
15.4,Spring,Zone B,Flounder,Cod
15.1,Spring,Zone B,Cod,Herring
19.4,Summer,Zone B,Haddock,Mackerel
7.8,Winter,Zone A,Redfish,Cod
19.2,Summer,Zone B,Pollock,Haddock
23.2,Summer,Zone C,Mackerel,Pollock
18.9,Summer,Zone B,Pollock,Mackerel
18.9,Fall,Zone B,Halibut,Atlantic Salmon
5.4,Winter,Zone A,Cod,Smelt
7.4,Winter,Zone A,Cod,Redfish
19.1,Summer,Zone B,Pollock,Haddock
6.3,Winter,Zone A,Redfish,Cod
4.3,Winter,Zone A,Redfish,Cod
5.3,Winter,Zone A,Redfish,Smelt
7.0,Winter,Zone A,Smelt,Redfish
14.4,Spring,Zone A,Flounder,Cod
14.3,Fall,Zone A,Sea Bass,Atlantic Salmon
15.7,Fall,Zone B,Sea Bass,Halibut
11.3,Spring,Zone A,Flounder,Cod
16.3,Spring,Zone B,Cod,Herring
23.4,Summer,Zone C,Haddock,Mackerel
12.6,Spring,Zone A,Cod,Herring
8.1,Winter,Zone A,Smelt,Cod
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon
14.6,Spring,Zone A,Herring,Cod
14.6,Spring,Zone A,Cod,Flounder
17.0,Fall,Zone B,Halibut,Atlantic Salmon
9.4,Winter,Zone A,Smelt,Cod
13.2,Spring,Zone A,Flounder,Cod
14.1,Spring,Zone A,Herring,Flounder
