temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2,salinity_psu
18.9,Fall,Zone B,Sea Bass,Atlantic Salmon,31.87
17.4,Fall,Zone B,Halibut,Atlantic Salmon,31.69
23.1,Summer,Zone C,Mackerel,Pollock,32.56
4.4,Winter,Zone A,Redfish,Cod,34.48
13.9,Spring,Zone A,Cod,Herring,30.86
15.7,Spring,Zone B,Herring,Cod,31.75
15.6,Fall,Zone B,Sea Bass,Halibut,32.14
14.7,Spring,Zone A,Cod,Flounder,31.27
5.1,Winter,Zone A,Smelt,Redfish,33.2
24.5,Summer,Zone C,Haddock,Pollock,31.59
18.1,Fall,Zone B,Atlantic Salmon,Halibut,32.37
9.0,Winter,Zone A,Cod,Redfish,32.88
16.9,Spring,Zone B,Cod,Flounder,31.54
15.4,Fall,Zone B,Halibut,Sea Bass,32.45
10.3,Spring,Zone A,Herring,Cod,31.62
15.5,Spring,Zone B,Herring,Flounder,31.02
22.8,Summer,Zone C,Haddock,Mackerel,31.82
7.4,Winter,Zone A,Cod,Smelt,33.76
11.9,Spring,Zone A,Cod,Herring,31.91
24.4,Summer,Zone C,Haddock,Pollock,31.54
6.4,Winter,Zone A,Smelt,Cod,33.48
9.8,Winter,Zone A,Smelt,Cod,33.64
9.0,Winter,Zone A,Smelt,Redfish,32.47
14.7,Fall,Zone A,Halibut,Sea Bass,32.79
17.1,Fall,Zone B,Atlantic Salmon,Sea Bass,32.06
8.6,Winter,Zone A,Cod,Smelt,33.61
10.6,Spring,Zone A,Herring,Flounder,31.34
14.8,Fall,Zone A,Halibut,Sea Bass,31.61
14.4,Spring,Zone A,Flounder,Herring,30.72
15.5,Fall,Zone B,Sea Bass,Halibut,32.5
17.2,Fall,Zone B,Halibut,Atlantic Salmon,32.52
13.7,Spring,Zone A,Flounder,Cod,31.11
5.8,Winter,Zone A,Redfish,Smelt,33.78
11.8,Spring,Zone A,Cod,Herring,30.83
5.9,Winter,Zone A,Cod,Smelt,33.42
17.7,Fall,Zone B,Halibut,Atlantic Salmon,31.76
4.7,Winter,Zone A,Smelt,Cod,33.19
16.7,Fall,Zone B,Halibut,Atlantic Salmon,32.44
10.0,Winter,Zone A,Redfish,Cod,32.82
14.1,Spring,Zone A,Herring,Flounder,31.35
5.0,Winter,Zone A,Cod,Redfish,34.0
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon,32.17
15.6,Spring,Zone B,Herring,Flounder,31.89
13.0,Fall,Zone A,Atlantic Salmon,Halibut,32.04
19.5,Summer,Zone B,Mackerel,Pollock,32.54
22.5,Summer,Zone C,Haddock,Pollock,32.85
7.8,Winter,Zone A,Smelt,Redfish,32.12
4.9,Winter,Zone A,Smelt,Redfish,33.11
21.8,Summer,Zone C,Pollock,Mackerel,32.45
8.2,Winter,Zone A,Cod,Redfish,33.24
4.2,Winter,Zone A,Cod,Redfish,33.73
7.1,Winter,Zone A,Smelt,Redfish,33.09
12.5,Spring,Zone A,Herring,Flounder,31.67
22.0,Summer,Zone C,Haddock,Mackerel,32.07
22.1,Summer,Zone C,Haddock,Pollock,32.73
16.5,Fall,Zone B,Sea Bass,Atlantic Salmon,32.55
7.1,Winter,Zone A,Redfish,Smelt,33.56
13.9,Fall,Zone A,Atlantic Salmon,Sea Bass,32.35
9.8,Winter,Zone A,Redfish,Smelt,33.02
22.7,Summer,Zone C,Mackerel,Haddock,31.9
18.2,Fall,Zone B,Atlantic Salmon,Sea Bass,32.54
18.0,Fall,Zone B,Halibut,Atlantic Salmon,32.14
18.8,Summer,Zone B,Mackerel,Pollock,32.45
17.5,Fall,Zone B,Halibut,Sea Bass,33.41
12.3,Fall,Zone A,Atlantic Salmon,Sea Bass,33.07
5.1,Winter,Zone A,Redfish,Cod,33.33
10.0,Winter,Zone A,Redfish,Cod,33.85
19.1,Summer,Zone B,Pollock,Haddock,32.09
23.5,Summer,Zone C,Mackerel,Pollock,31.06
22.7,Summer,Zone C,Mackerel,Pollock,31.61
8.1,Winter,Zone A,Cod,Redfish,32.41
17.2,Fall,Zone B,Sea Bass,Atlantic Salmon,32.21
5.8,Winter,Zone A,Cod,Redfish,33.47
18.0,Spring,Zone B,Herring,Flounder,32.19
16.8,Spring,Zone B,Herring,Flounder,31.57
5.9,Winter,Zone A,Smelt,Redfish,33.35
15.6,Fall,Zone B,Sea Bass,Halibut,32.88
11.9,Spring,Zone A,Flounder,Herring,30.55
12.2,Spring,Zone A,Cod,Flounder,31.76
19.9,Summer,Zone B,Pollock,Haddock,32.64
19.1,Fall,Zone B,Sea Bass,Atlantic Salmon,31.56
15.3,Spring,Zone B,Herring,Cod,32.06
12.7,Spring,Zone A,Cod,Herring,31.78
12.1,Fall,Zone A,Sea Bass,Halibut,32.44
5.2,Winter,Zone A,Redfish,Smelt,33.81
15.0,Spring,Zone B,Herring,Flounder,32.64
18.2,Fall,Zone B,Halibut,Sea Bass,32.43
10.2,Spring,Zone A,Flounder,Cod,31.86
11.8,Spring,Zone A,Cod,Flounder,31.43
21.4,Summer,Zone C,Pollock,Mackerel,31.76
15.3,Spring,Zone B,Flounder,Herring,31.9
8.4,Winter,Zone A,Smelt,Redfish,32.9
4.8,Winter,Zone A,Cod,Redfish,33.55
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon,32.23
21.5,Summer,Zone C,Pollock,Haddock,32.41
24.7,Summer,Zone C,Mackerel,Haddock,32.18
22.6,Summer,Zone C,Pollock,Mackerel,32.64
5.0,Winter,Zone A,Cod,Smelt,33.24
15.0,Spring,Zone B,Herring,Cod,31.37
22.8,Summer,Zone C,Pollock,Mackerel,31.62
21.6,Summer,Zone C,Pollock,Haddock,31.95
5.7,Winter,Zone A,Smelt,Cod,33.65
7.3,Winter,Zone A,Cod,Redfish,33.76
24.5,Summer,Zone C,Haddock,Mackerel,31.56
13.9,Spring,Zone A,Cod,Herring,31.99
22.0,Summer,Zone C,Pollock,Mackerel,32.83
15.1,Spring,Zone B,Cod,Flounder,31.7
8.4,Winter,Zone A,Smelt,Cod,34.27
9.1,Winter,Zone A,Smelt,Cod,32.91
17.7,Spring,Zone B,Cod,Flounder,30.74
17.1,Spring,Zone B,Flounder,Cod,30.51
19.6,Fall,Zone B,Atlantic Salmon,Halibut,33.02
16.0,Spring,Zone B,Flounder,Herring,31.78
19.9,Summer,Zone B,Mackerel,Haddock,32.23
19.1,Summer,Zone B,Haddock,Mackerel,32.43
4.2,Winter,Zone A,Cod,Redfish,32.98
15.9,Fall,Zone B,Sea Bass,Atlantic Salmon,33.68
13.2,Spring,Zone A,Herring,Cod,31.65
18.4,Summer,Zone B,Haddock,Mackerel,32.38
23.4,Summer,Zone C,Pollock,Haddock,32.44
18.1,Summer,Zone B,Pollock,Haddock,32.59
16.5,Spring,Zone B,Cod,Herring,31.54
13.0,Spring,Zone A,Herring,Cod,31.2
13.0,Fall,Zone A,Atlantic Salmon,Sea Bass,32.84
18.7,Fall,Zone B,Atlantic Salmon,Sea Bass,33.26
23.9,Summer,Zone C,Pollock,Haddock,32.73
12.7,Spring,Zone A,Flounder,Herring,32.41
7.7,Winter,Zone A,Redfish,Cod,33.11
23.3,Summer,Zone C,Mackerel,Haddock,31.59
10.7,Spring,Zone A,Herring,Cod,31.65
19.0,Summer,Zone B,Mackerel,Haddock,32.33
23.3,Summer,Zone C,Pollock,Mackerel,32.63
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon,31.47
17.0,Fall,Zone B,Atlantic Salmon,Halibut,33.16
16.0,Spring,Zone B,Herring,Cod,31.37
21.7,Summer,Zone C,Pollock,Mackerel,31.95
16.4,Spring,Zone B,Cod,Flounder,30.92
10.8,Spring,Zone A,Herring,Cod,30.88
8.6,Winter,Zone A,Cod,Redfish,33.73
10.3,Spring,Zone A,Flounder,Cod,31.77
8.0,Winter,Zone A,Redfish,Smelt,32.71
19.8,Summer,Zone B,Mackerel,Haddock,31.61
7.1,Winter,Zone A,Smelt,Redfish,33.23
22.1,Summer,Zone C,Pollock,Mackerel,32.98
17.2,Spring,Zone B,Herring,Flounder,31.26
17.9,Spring,Zone B,Herring,Flounder,30.6
7.4,Winter,Zone A,Smelt,Cod,33.26
15.4,Spring,Zone B,Herring,Cod,31.34
24.7,Summer,Zone C,Haddock,Pollock,30.67
12.8,Fall,Zone A,Sea Bass,Atlantic Salmon,32.58
17.3,Spring,Zone B,Flounder,Herring,31.27
13.3,Fall,Zone A,Halibut,Sea Bass,32.93
5.4,Winter,Zone A,Redfish,Cod,34.4
18.8,Fall,Zone B,Atlantic Salmon,Halibut,32.87
4.4,Winter,Zone A,Redfish,Cod,33.4
20.1,Summer,Zone C,Haddock,Mackerel,31.69
4.8,Winter,Zone A,Cod,Redfish,34.8
6.2,Winter,Zone A,Redfish,Cod,33.47
18.0,Spring,Zone B,Herring,Flounder,31.36
21.9,Summer,Zone C,Mackerel,Pollock,32.14
6.2,Winter,Zone A,Cod,Redfish,33.54
17.0,Fall,Zone B,Sea Bass,Halibut,32.33
13.9,Spring,Zone A,Flounder,Herring,31.27
12.0,Spring,Zone A,Flounder,Cod,31.38
11.1,Spring,Zone A,Herring,Cod,31.68
23.7,Summer,Zone C,Mackerel,Pollock,31.79
11.8,Spring,Zone A,Cod,Herring,31.3
24.8,Summer,Zone C,Haddock,Pollock,32.06
8.1,Winter,Zone A,Redfish,Cod,33.22
6.9,Winter,Zone A,Redfish,Smelt,34.16
17.7,Spring,Zone B,Flounder,Herring,30.04
14.2,Spring,Zone A,Flounder,Herring,32.09
18.7,Summer,Zone B,Pollock,Haddock,32.94
9.6,Winter,Zone A,Redfish,Cod,32.23
9.0,Winter,Zone A,Redfish,Cod,33.13
17.4,Fall,Zone B,Atlantic Salmon,Sea Bass,32.19
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon,31.6
18.9,Fall,Zone B,Halibut,Atlantic Salmon,31.92
14.5,Fall,Zone A,Atlantic Salmon,Sea Bass,31.97
18.0,Summer,Zone B,Haddock,Pollock,33.23
21.2,Summer,Zone C,Mackerel,Haddock,32.66
13.3,Fall,Zone A,Atlantic Salmon,Halibut,33.22
17.6,Fall,Zone B,Halibut,Atlantic Salmon,32.73
20.3,Summer,Zone C,Pollock,Mackerel,31.67
11.5,Spring,Zone A,Cod,Flounder,31.41
13.2,Fall,Zone A,Sea Bass,Halibut,32.83
8.5,Winter,Zone A,Smelt,Cod,32.71
12.1,Spring,Zone A,Flounder,Herring,32.0
12.8,Spring,Zone A,Herring,Flounder,31.49
13.7,Fall,Zone A,Halibut,Atlantic Salmon,32.38
19.8,Summer,Zone B,Mackerel,Haddock,32.62
6.0,Winter,Zone A,Smelt,Redfish,33.67
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass,32.35
16.7,Spring,Zone B,Cod,Flounder,31.99
13.7,Spring,Zone A,Herring,Flounder,31.02
8.6,Winter,Zone A,Redfish,Smelt,33.63
7.6,Winter,Zone A,Cod,Redfish,33.67
7.4,Winter,Zone A,Smelt,Redfish,33.23
13.8,Fall,Zone A,Halibut,Sea Bass,32.72
13.1,Spring,Zone A,Herring,Flounder,30.97
14.5,Spring,Zone A,Herring,Cod,31.99
13.2,Spring,Zone A,Cod,Herring,31.5
14.8,Fall,Zone A,Atlantic Salmon,Sea Bass,32.25
7.4,Winter,Zone A,Cod,Redfish,33.9
16.8,Spring,Zone B,Flounder,Herring,31.06
20.3,Summer,Zone C,Pollock,Mackerel,31.53
12.9,Spring,Zone A,Flounder,Herring,30.83
21.8,Summer,Zone C,Pollock,Haddock,32.46
4.6,Winter,Zone A,Cod,Redfish,32.88
8.6,Winter,Zone A,Cod,Smelt,34.2
9.2,Winter,Zone A,Smelt,Cod,32.25
24.5,Summer,Zone C,Pollock,Haddock,32.87
16.9,Fall,Zone B,Halibut,Atlantic Salmon,32.51
13.9,Spring,Zone A,Herring,Flounder,31.51
14.2,Fall,Zone A,Sea Bass,Atlantic Salmon,32.27
24.9,Summer,Zone C,Pollock,Haddock,32.2
11.0,Spring,Zone A,Cod,Flounder,31.68
7.2,Winter,Zone A,Smelt,Redfish,33.94
8.6,Winter,Zone A,Smelt,Cod,33.38
23.9,Summer,Zone C,Mackerel,Haddock,32.13
13.5,Spring,Zone A,Herring,Cod,31.39
19.8,Fall,Zone B,Halibut,Atlantic Salmon,32.23
20.1,Summer,Zone C,Pollock,Mackerel,32.4
5.5,Winter,Zone A,Smelt,Cod,32.62
4.0,Winter,Zone A,Cod,Smelt,32.88
8.6,Winter,Zone A,Cod,Smelt,33.69
14.0,Fall,Zone A,Sea Bass,Halibut,32.64
11.5,Spring,Zone A,Flounder,Cod,31.58
4.9,Winter,Zone A,Cod,Redfish,33.51
9.9,Winter,Zone A,Redfish,Smelt,33.43
19.3,Fall,Zone B,Sea Bass,Atlantic Salmon,32.02
21.6,Summer,Zone C,Pollock,Mackerel,31.78
8.6,Winter,Zone A,Redfish,Smelt,33.42
18.0,Summer,Zone B,Haddock,Mackerel,31.86
22.9,Summer,Zone C,Pollock,Mackerel,32.31
14.3,Spring,Zone A,Herring,Flounder,30.68
4.2,Winter,Zone A,Cod,Smelt,34.05
7.0,Winter,Zone A,Smelt,Cod,33.64
7.1,Winter,Zone A,Cod,Redfish,33.52
21.0,Summer,Zone C,Mackerel,Pollock,32.69
17.1,Fall,Zone B,Halibut,Atlantic Salmon,33.23
13.7,Spring,Zone A,Cod,Flounder,32.07
17.3,Fall,Zone B,Sea Bass,Halibut,31.46
9.6,Winter,Zone A,Smelt,Redfish,32.63
20.1,Summer,Zone C,Haddock,Pollock,31.93
11.1,Spring,Zone A,Flounder,Cod,31.71
18.2,Summer,Zone B,Pollock,Mackerel,32.6
14.2,Fall,Zone A,Atlantic Salmon,Halibut,32.18
17.1,Spring,Zone B,Herring,Flounder,31.49
17.8,Spring,Zone B,Flounder,Herring,30.98
19.8,Fall,Zone B,Halibut,Sea Bass,31.95
15.6,Fall,Zone B,Atlantic Salmon,Halibut,31.77
6.1,Winter,Zone A,Smelt,Cod,32.98
18.3,Fall,Zone B,Sea Bass,Halibut,31.66
17.4,Fall,Zone B,Halibut,Sea Bass,31.89
9.8,Winter,Zone A,Smelt,Redfish,33.79
18.0,Fall,Zone B,Halibut,Atlantic Salmon,31.88
12.4,Fall,Zone A,Atlantic Salmon,Halibut,33.95
15.2,Spring,Zone B,Flounder,Herring,31.74
16.5,Spring,Zone B,Flounder,Herring,31.52
8.4,Winter,Zone A,Cod,Smelt,32.9
6.7,Winter,Zone A,Smelt,Redfish,33.77
17.3,Fall,Zone B,Atlantic Salmon,Halibut,32.1
6.3,Winter,Zone A,Smelt,Cod,33.5
8.7,Winter,Zone A,Cod,Smelt,34.6
5.7,Winter,Zone A,Smelt,Redfish,33.42
23.0,Summer,Zone C,Mackerel,Haddock,32.67
20.4,Summer,Zone C,Haddock,Pollock,31.88
12.3,Spring,Zone A,Cod,Herring,31.62
15.6,Fall,Zone B,Atlantic Salmon,Sea Bass,33.36
16.7,Spring,Zone B,Cod,Herring,31.1
24.6,Summer,Zone C,Pollock,Haddock,32.93
15.0,Fall,Zone B,Halibut,Atlantic Salmon,32.85
16.3,Spring,Zone B,Herring,Cod,31.15
10.2,Spring,Zone A,Cod,Flounder,32.06
14.3,Spring,Zone A,Cod,Herring,32.02
12.7,Fall,Zone A,Sea Bass,Atlantic Salmon,32.93
7.6,Winter,Zone A,Redfish,Smelt,32.58
14.3,Fall,Zone A,Halibut,Atlantic Salmon,32.17
23.8,Summer,Zone C,Haddock,Pollock,31.94
4.8,Winter,Zone A,Cod,Smelt,33.47
24.7,Summer,Zone C,Haddock,Pollock,32.33
19.3,Summer,Zone B,Mackerel,Pollock,32.37
18.5,Summer,Zone B,Pollock,Mackerel,31.66
5.6,Winter,Zone A,Redfish,Smelt,33.66
13.8,Fall,Zone A,Atlantic Salmon,Sea Bass,32.87
17.0,Spring,Zone B,Flounder,Cod,31.68
18.8,Fall,Zone B,Sea Bass,Halibut,32.85
15.9,Spring,Zone B,Herring,Cod,31.87
5.0,Winter,Zone A,Cod,Redfish,33.73
18.2,Fall,Zone B,Sea Bass,Halibut,32.3
19.3,Fall,Zone B,Atlantic Salmon,Sea Bass,31.45
6.2,Winter,Zone A,Smelt,Redfish,33.65
9.4,Winter,Zone A,Redfish,Smelt,33.38
7.7,Winter,Zone A,Smelt,Redfish,33.5
16.4,Fall,Zone B,Halibut,Sea Bass,31.79
23.9,Summer,Zone C,Haddock,Mackerel,31.51
23.9,Summer,Zone C,Mackerel,Haddock,32.58
22.6,Summer,Zone C,Haddock,Mackerel,32.1
14.7,Spring,Zone A,Herring,Cod,31.86
18.9,Fall,Zone B,Atlantic Salmon,Halibut,32.32
19.4,Fall,Zone B,Atlantic Salmon,Sea Bass,32.29
14.5,Spring,Zone A,Herring,Cod,31.99
8.4,Winter,Zone A,Redfish,Smelt,33.07
8.4,Winter,Zone A,Smelt,Redfish,33.38
18.2,Summer,Zone B,Pollock,Mackerel,32.11
15.4,Spring,Zone B,Cod,Flounder,31.26
13.2,Fall,Zone A,Halibut,Sea Bass,32.44
21.5,Summer,Zone C,Mackerel,Haddock,32.29
8.5,Winter,Zone A,Redfish,Smelt,33.09
12.1,Spring,Zone A,Flounder,Herring,32.27
10.7,Spring,Zone A,Flounder,Herring,31.27
10.4,Spring,Zone A,Herring,Cod,31.64
18.5,Summer,Zone B,Mackerel,Haddock,32.11
13.1,Spring,Zone A,Cod,Flounder,32.32
13.8,Spring,Zone A,Cod,Flounder,31.66
19.4,Summer,Zone B,Mackerel,Haddock,32.8
11.0,Spring,Zone A,Herring,Cod,30.96
12.6,Fall,Zone A,Halibut,Atlantic Salmon,32.75
20.8,Summer,Zone C,Mackerel,Haddock,32.65
21.8,Summer,Zone C,Haddock,Mackerel,32.2
21.8,Summer,Zone C,Pollock,Mackerel,32.69
13.9,Spring,Zone A,Flounder,Cod,31.3
23.9,Summer,Zone C,Mackerel,Haddock,32.76
4.5,Winter,Zone A,Smelt,Cod,34.67
19.2,Summer,Zone B,Haddock,Mackerel,32.11
8.9,Winter,Zone A,Cod,Smelt,33.08
20.0,Fall,Zone B,Halibut,Sea Bass,32.98
15.8,Fall,Zone B,Sea Bass,Atlantic Salmon,33.25
19.1,Summer,Zone B,Pollock,Haddock,32.03
17.7,Spring,Zone B,Flounder,Cod,31.15
18.3,Fall,Zone B,Sea Bass,Atlantic Salmon,32.19
16.6,Fall,Zone B,Sea Bass,Halibut,31.75
19.8,Fall,Zone B,Atlantic Salmon,Sea Bass,31.8
19.3,Fall,Zone B,Atlantic Salmon,Halibut,31.78
6.0,Winter,Zone A,Cod,Redfish,33.07
19.7,Summer,Zone B,Haddock,Mackerel,32.25
23.0,Summer,Zone C,Pollock,Haddock,32.22
7.6,Winter,Zone A,Redfish,Smelt,34.15
21.4,Summer,Zone C,Mackerel,Haddock,31.68
9.0,Winter,Zone A,Redfish,Smelt,33.79
9.0,Winter,Zone A,Redfish,Cod,33.19
13.9,Spring,Zone A,Cod,Herring,31.53
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass,32.87
16.4,Fall,Zone B,Atlantic Salmon,Sea Bass,31.87
13.3,Fall,Zone A,Sea Bass,Atlantic Salmon,32.78
23.5,Summer,Zone C,Haddock,Pollock,32.16
17.9,Fall,Zone B,Atlantic Salmon,Halibut,32.6
14.4,Spring,Zone A,Flounder,Herring,31.67
24.3,Summer,Zone C,Pollock,Mackerel,33.26
19.1,Fall,Zone B,Halibut,Sea Bass,31.98
20.5,Summer,Zone C,Mackerel,Haddock,31.96
23.4,Summer,Zone C,Pollock,Haddock,31.77
18.9,Fall,Zone B,Atlantic Salmon,Halibut,32.03
12.9,Fall,Zone A,Atlantic Salmon,Halibut,32.29
24.6,Summer,Zone C,Mackerel,Haddock,32.61
21.4,Summer,Zone C,Mackerel,Haddock,32.89
19.4,Fall,Zone B,Atlantic Salmon,Sea Bass,31.99
20.9,Summer,Zone C,Mackerel,Haddock,31.79
17.2,Spring,Zone B,Herring,Cod,31.63
18.1,Summer,Zone B,Mackerel,Pollock,32.07
7.1,Winter,Zone A,Redfish,Cod,33.71
19.1,Summer,Zone B,Pollock,Haddock,32.4
18.2,Fall,Zone B,Atlantic Salmon,Halibut,31.58
14.5,Spring,Zone A,Flounder,Herring,32.3
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass,33.55
17.4,Spring,Zone B,Flounder,Herring,31.07
15.9,Spring,Zone B,Herring,Flounder,31.26
18.0,Spring,Zone B,Herring,Flounder,31.49
15.4,Spring,Zone B,Flounder,Herring,31.65
12.4,Fall,Zone A,Sea Bass,Atlantic Salmon,32.96
7.5,Winter,Zone A,Smelt,Cod,34.38
19.3,Fall,Zone B,Atlantic Salmon,Halibut,32.2
5.5,Winter,Zone A,Smelt,Cod,33.08
11.6,Spring,Zone A,Herring,Flounder,30.98
24.8,Summer,Zone C,Mackerel,Haddock,31.64
24.3,Summer,Zone C,Pollock,Mackerel,32.02
19.3,Summer,Zone B,Pollock,Mackerel,33.18
21.9,Summer,Zone C,Mackerel,Pollock,31.9
6.0,Winter,Zone A,Redfish,Cod,33.56
11.8,Spring,Zone A,Cod,Flounder,31.65
20.3,Summer,Zone C,Mackerel,Haddock,32.83
16.2,Fall,Zone B,Atlantic Salmon,Halibut,33.7
12.4,Fall,Zone A,Halibut,Atlantic Salmon,32.36
19.6,Summer,Zone B,Pollock,Haddock,32.03
15.4,Spring,Zone B,Flounder,Cod,32.0
5.1,Winter,Zone A,Smelt,Cod,33.84
23.1,Summer,Zone C,Pollock,Mackerel,33.02
8.2,Winter,Zone A,Cod,Smelt,33.63
14.5,Spring,Zone A,Herring,Flounder,31.35
7.4,Winter,Zone A,Smelt,Cod,33.68
13.1,Spring,Zone A,Cod,Herring,32.15
18.3,Fall,Zone B,Atlantic Salmon,Halibut,32.75
4.5,Winter,Zone A,Redfish,Cod,33.78
24.9,Summer,Zone C,Pollock,Haddock,32.54
19.1,Summer,Zone B,Haddock,Mackerel,32.88
8.9,Winter,Zone A,Smelt,Cod,34.0
6.7,Winter,Zone A,Cod,Redfish,33.74
4.7,Winter,Zone A,Redfish,Smelt,33.43
23.6,Summer,Zone C,Pollock,Haddock,32.14
22.5,Summer,Zone C,Pollock,Haddock,32.73
15.0,Fall,Zone B,Halibut,Atlantic Salmon,32.09
22.7,Summer,Zone C,Pollock,Mackerel,32.3
14.8,Fall,Zone A,Sea Bass,Halibut,32.31
13.3,Spring,Zone A,Flounder,Herring,31.6
14.8,Spring,Zone A,Herring,Cod,32.15
6.1,Winter,Zone A,Redfish,Smelt,33.54
15.7,Spring,Zone B,Herring,Cod,31.49
16.4,Fall,Zone B,Atlantic Salmon,Halibut,31.75
15.6,Spring,Zone B,Herring,Cod,31.84
6.1,Winter,Zone A,Smelt,Redfish,33.77
21.8,Summer,Zone C,Pollock,Haddock,33.24
17.4,Spring,Zone B,Cod,Flounder,31.23
17.3,Fall,Zone B,Sea Bass,Atlantic Salmon,32.49
15.0,Spring,Zone B,Flounder,Herring,31.62
5.4,Winter,Zone A,Cod,Redfish,34.27
12.8,Fall,Zone A,Halibut,Sea Bass,32.56
24.5,Summer,Zone C,Mackerel,Haddock,32.16
15.8,Fall,Zone B,Sea Bass,Atlantic Salmon,32.76
22.8,Summer,Zone C,Haddock,Mackerel,32.2
4.4,Winter,Zone A,Smelt,Redfish,33.31
22.5,Summer,Zone C,Mackerel,Pollock,32.22
20.8,Summer,Zone C,Mackerel,Pollock,32.75
16.3,Fall,Zone B,Atlantic Salmon,Halibut,31.92
16.0,Spring,Zone B,Cod,Flounder,31.52
11.9,Spring,Zone A,Herring,Cod,31.3
19.8,Fall,Zone B,Sea Bass,Halibut,32.86
9.3,Winter,Zone A,Smelt,Cod,32.52
8.4,Winter,Zone A,Smelt,Redfish,33.05
17.1,Fall,Zone B,Sea Bass,Halibut,32.58
19.4,Fall,Zone B,Sea Bass,Atlantic Salmon,33.06
13.6,Spring,Zone A,Flounder,Herring,31.54
12.1,Spring,Zone A,Cod,Flounder,31.37
20.8,Summer,Zone C,Pollock,Mackerel,33.15
14.1,Spring,Zone A,Cod,Flounder,30.82
17.0,Spring,Zone B,Cod,Flounder,30.3
8.4,Winter,Zone A,Redfish,Smelt,33.55
19.4,Summer,Zone B,Mackerel,Haddock,32.03
18.8,Fall,Zone B,Sea Bass,Halibut,31.8
6.3,Winter,Zone A,Redfish,Cod,33.79
13.3,Spring,Zone A,Flounder,Cod,31.71
16.2,Spring,Zone B,Cod,Herring,31.16
22.2,Summer,Zone C,Pollock,Mackerel,31.5
23.3,Summer,Zone C,Pollock,Mackerel,32.52
5.5,Winter,Zone A,Redfish,Smelt,33.8
17.3,Fall,Zone B,Atlantic Salmon,Halibut,32.34
8.6,Winter,Zone A,Smelt,Cod,34.24
19.7,Fall,Zone B,Sea Bass,Halibut,31.73
15.9,Spring,Zone B,Cod,Flounder,30.69
12.6,Fall,Zone A,Halibut,Atlantic Salmon,32.27
7.2,Winter,Zone A,Smelt,Cod,33.37
7.9,Winter,Zone A,Smelt,Redfish,33.48
21.4,Summer,Zone C,Mackerel,Haddock,32.06
23.9,Summer,Zone C,Mackerel,Pollock,32.23
16.0,Fall,Zone B,Sea Bass,Atlantic Salmon,31.82
20.9,Summer,Zone C,Mackerel,Pollock,32.93
12.2,Spring,Zone A,Herring,Flounder,31.6
24.4,Summer,Zone C,Haddock,Pollock,32.59
24.7,Summer,Zone C,Pollock,Haddock,32.19
15.5,Spring,Zone B,Cod,Herring,31.7
6.2,Winter,Zone A,Redfish,Cod,33.72
21.8,Summer,Zone C,Mackerel,Haddock,32.38
19.9,Fall,Zone B,Halibut,Atlantic Salmon,32.58
11.0,Spring,Zone A,Herring,Flounder,32.36
21.2,Summer,Zone C,Pollock,Mackerel,32.29
11.6,Spring,Zone A,Flounder,Herring,32.02
9.8,Winter,Zone A,Redfish,Cod,33.22
21.9,Summer,Zone C,Pollock,Mackerel,32.88
12.5,Fall,Zone A,Halibut,Atlantic Salmon,32.29
24.0,Summer,Zone C,Haddock,Pollock,32.95
16.8,Spring,Zone B,Flounder,Cod,31.39
12.1,Fall,Zone A,Sea Bass,Halibut,31.93
21.6,Summer,Zone C,Haddock,Pollock,32.23
13.4,Fall,Zone A,Atlantic Salmon,Halibut,32.24
17.2,Spring,Zone B,Flounder,Cod,31.81
5.8,Winter,Zone A,Redfish,Smelt,33.13
15.7,Fall,Zone B,Sea Bass,Halibut,32.24
7.8,Winter,Zone A,Redfish,Smelt,32.42
4.8,Winter,Zone A,Cod,Redfish,33.28
18.9,Summer,Zone B,Pollock,Haddock,31.09
15.4,Spring,Zone B,Cod,Herring,30.69
16.9,Spring,Zone B,Flounder,Cod,31.79
9.3,Winter,Zone A,Redfish,Smelt,33.68
19.8,Fall,Zone B,Sea Bass,Halibut,32.47
9.5,Winter,Zone A,Cod,Redfish,32.79
15.9,Spring,Zone B,Herring,Cod,31.43
5.0,Winter,Zone A,Redfish,Smelt,33.5
7.9,Winter,Zone A,Redfish,Cod,32.78
9.4,Winter,Zone A,Smelt,Cod,34.03
14.5,Spring,Zone A,Herring,Cod,31.96
9.5,Winter,Zone A,Cod,Redfish,33.16
11.2,Spring,Zone A,Cod,Flounder,31.7
19.9,Fall,Zone B,Atlantic Salmon,Sea Bass,32.36
7.9,Winter,Zone A,Cod,Smelt,32.33
15.4,Spring,Zone B,Cod,Herring,31.36
22.6,Summer,Zone C,Haddock,Mackerel,31.78
14.9,Fall,Zone A,Sea Bass,Halibut,32.0
24.1,Summer,Zone C,Mackerel,Pollock,31.9
12.3,Spring,Zone A,Flounder,Cod,32.53
21.5,Summer,Zone C,Pollock,Mackerel,32.5
20.0,Summer,Zone B,Mackerel,Pollock,31.96
16.0,Spring,Zone B,Flounder,Herring,31.74
